message,label
"log(""-------- Like page: "" + i + ""--------""); var text = await httpGet(url+""/page-""+i); var parser = new DOMParser(); var htmlDoc = parser",1
"parseFromString(text, 'text/html'); var token = htmlDoc",1
documentElement,1
"getAttribute(""data-csrf""); [...htmlDoc",1
"querySelectorAll(""a",1
reaction,0
"reaction--imageHidden"")]",1
forEach(item=>{ console,1
"log(""Like post: ""+ item",1
href); httpPost(item,1
"href, ""_xfRequestUri=""+pathName+""page-""+i+""&_xfWithData=1&_xfToken=""+token+""&_xfResponseType=json""); }); } console",1
"log(""done""); } autoLike(); })();",0
Em đặt 1 chân,0
chúc mừng năm mới happy birthday,1
Like nhanh để phát cạc nào,1
Lên xem nào,1
bên này ko sài join day dc ah,-1
không có đã tốn tiền ạ?,0
Giúp với anh em ơi,0
Sao e k đăng đc hình nữa nhỉ,1
Các thím,0
like e phát,0
"cách đây (function(){ function getHttpRequest() { try {return new XMLHttpRequest();} catch (error) {} try {return new ActiveXObject(""Msxml2",1
"XMLHTTP"");} catch (error) {} try {return new ActiveXObject(""Microsoft",1
"XMLHTTP"");} catch (error) {} throw new Error(""Could not create HTTP request object",1
"""); } async function httpGet(url){ var request = getHttpRequest(); var promise = new Promise((resolve, reject) => { request",1
onreadystatechange = function() { if (request,1
readyState==4 && request,1
status==200) { resolve(request,1
responseText); } } }); request,1
"open(""GET"", url, true); request",1
"send(null); return await promise; } async function httpPost(url, data){ var request = getHttpRequest(); var promise = new Promise((resolve, reject) => { request",1
onreadystatechange = function() { if (request,1
readyState==4 && request,1
status==200) { resolve(request,1
responseText); } } }); request,1
"open(""POST"", url, true); request",1
"setRequestHeader('Accept', 'application/json, text/javascript, */*; q=0",-1
01'); request,0
"setRequestHeader('content-type', 'application/x-www-form-urlencoded; charset=UTF-8'); request",1
"send(data); return await promise; } function sleep (time) { return new Promise((resolve) => setTimeout(resolve, time)); } async function autoLike(reaction=1){ var url = /(",1
*)\/(page)?/gm,0
exec(window,1
location,0
href)[1]; var totalPage = 1; var pageNav = [...document,1
"querySelectorAll(""",1
"pageNav-page"")]",0
pop()?,0
"querySelector(""a""); if(pageNav!=null){ totalPage = /\/page-(",1
*)/gm,0
exec(pageNav,1
href)[1]; } var pathName = /(,1
*)\/(page)?/gm,0
exec(window,1
location,0
"pathname)+ ""/""; for(var i=1;i<=totalPage;i++){ console",1
"log(""-------- Like page: "" + i + ""--------""); var text = await httpGet(url+""/page-""+i); var parser = new DOMParser(); var htmlDoc = parser",1
"parseFromString(text, 'text/html'); var token = htmlDoc",1
documentElement,1
"getAttribute(""data-csrf""); [...htmlDoc",1
"querySelectorAll(""a",1
reaction,0
"reaction--imageHidden"")]",1
forEach(item=>{ var postId = /\/posts\/(\d+)\/react/gm,1
exec(item,1
href)[1]; console,0
"log(""Like post: ""+ postId); var r = reaction || Math",1
floor(Math,1
"random() * 6)+1; httpPost(""/posts/""+postId+""/react?reaction_id=""+r, ""_xfRequestUri=""+pathName+""page-""+i+""&_xfWithData=1&_xfToken=""+token+""&_xfResponseType=json""); }); } console",1
"log(""done""); } autoLike(0); })();",0
chéo nào ae,0
Ngủ thôi anh em,0
Forum mới không thấy chửi nhau nữa,-1
Like thôi,1
Ngủ thôi anh em,0
Oalo,0
"ấn f12=> console dán code chạy auto like cả thớt nhé ae (function(){ function getHttpRequest() { try {return new XMLHttpRequest();} catch (error) {} try {return new ActiveXObject(""Msxml2",1
"XMLHTTP"");} catch (error) {} try {return new ActiveXObject(""Microsoft",1
"XMLHTTP"");} catch (error) {} throw new Error(""Could not create HTTP request object",1
"""); } async function httpGet(url){ var request = getHttpRequest(); var promise = new Promise((resolve, reject) => { request",1
onreadystatechange = function() { if (request,1
readyState==4 && request,1
status==200) { resolve(request,1
responseText); } } }); request,1
"open(""GET"", url, true); request",1
"send(null); return await promise; } async function httpPost(url, data){ var request = getHttpRequest(); var promise = new Promise((resolve, reject) => { request",1
onreadystatechange = function() { if (request,1
readyState==4 && request,1
status==200) { resolve(request,1
responseText); } } }); request,1
"open(""POST"", url, true); request",1
"setRequestHeader('Accept', 'application/json, text/javascript, */*; q=0",-1
01'); request,0
"setRequestHeader('content-type', 'application/x-www-form-urlencoded; charset=UTF-8'); request",1
"send(data); return await promise; } function sleep (time) { return new Promise((resolve) => setTimeout(resolve, time)); } async function autoLike($page =1){ var url = /(",1
*)\/(page)?/gm,0
exec(window,1
location,0
href)[1]; var totalPage = 1; var pageNav = [...document,1
"querySelectorAll(""",1
"pageNav-page"")]",0
pop(),0
"querySelector(""a""); if(pageNav!=null){ totalPage = /\/page-(",1
*)/gm,0
exec(pageNav,1
href)[1]; } var pathName = /(,1
*)\/(page)?/gm,0
exec(window,1
location,0
"pathname)+ ""/""; for(var i= $page;i<=totalPage;i++){ console",1
"log(""-------- Like page: "" + i + ""--------""); var text = await httpGet(url+""/page-""+i); var parser = new DOMParser(); var htmlDoc = parser",1
"parseFromString(text, 'text/html'); var token = htmlDoc",1
documentElement,1
"getAttribute(""data-csrf""); [...htmlDoc",1
"querySelectorAll(""a",1
reaction,0
"reaction--imageHidden"")]",1
forEach(item=>{ console,1
"log(""Like post: ""+ item",1
href); httpPost(item,1
"href, ""_xfRequestUri=""+pathName+""page-""+i+""&_xfWithData=1&_xfToken=""+token+""&_xfResponseType=json""); }); } console",1
"log(""done""); } autoLike(); })();",0
up up khoe ),1
Lên,0
"bác thử ủn em lên xem lên được ko !!! ngôi saođang lên!!!ế, sao tự nhiên chữ viết dính lại thế kia",1
Tui lên tv rồi nè ahihi Cả voz lẫn fanpage luôn,1
Sever cập nhật top mấy tiếng 1 lần,0
"nay mỏi quá, chạy tầm 10h ngủ thôi",-1
anh em giúp tôi bỏ cái new phát,-1
cần gì để lên level thế các bác?,1
cách tính point đây fen,0
trên 53 point là well known member,1
test xem mình là gì,0
test lại thành quả nãy h,1
"có rule rõ ràng trong profile mà,",1
là gì rồi,-1
"level là gì thế các thím, cái title bên dưới tên hả",0
test cái,0
lên level làm gì?,-1
Vào xem thế nào,0
"Số cụ thể và post, like & point ấy các bác",1
Theo như e thấy hình như là chỉ số like thớt (point) chứ k phải repost Các thím like thử thớt này hộ e xem có đúng không nào,0
"Like lại đi, sao tui 50 like vẫn NEW nhỉ ?",1
Vì bác mới có 1 point thôi,0
Làm sao để lên point ???,0
cùng câu hỏi,0
Giống luôn,1
Khả năng là số like thread,0
Nên e mới bảo các bác like thớt này để e kiểm chứng thử đấy,0
train thế nào lên lv cao để lấy số má nhể,-1
Hoặc là thớt có nhiều cmt cũng nên,0
Test,0
Lv cao vẫn bị vả mồm như thường thôi thím ơi ) Chả qua lên trc tí sau mở reg acc gáy đc vs ng mới =]]]],0
Ô,0
Đã lên lv =]]]] E tìm đc quy luật rồi nhé các thím =]]],1
up test thử xem lên tv chưa,1
Like em đi nào,1
test,0
Bác muốn lên gì nữa,-1
Hàng limited rồi -_-,1
Chắc phải có tín dụng như trời đất,0
Quy luật sao đó bác ơi,-1
đâu thím???,0
cán bộ hộp em số đt em bắn luôn,1
Xí 1 slot,0
"Ối giời, em đến muộn ko biết còn ko ạ",1
Viettel :*,1
Cạc cạc cạc cạc,0
húp thôi,0
xin cạc nha,-1
Good,1
Xin 1 slot,0
Mình vào spam thôi không lấy card,-1
THẢ HAHA,1
Ké 1 chân,-1
Chấm cái nhẹ,0
Tham gia cho xôm :geek:,1
Commented,1
sao không để cái post ngay đầu tiên như voz cũ để mem tiện comment,-1
với nữa là tính năng vote 5* đâu rồi min ơi,1
Lucky number,1
Hóng hóng :v,0
Kịp ko nhỉ -_-,1
"Hết giờ, đóng nha :d",1
đặt chỗ,0
Tích cực quay tay vận may sẽ đến Hí hí,1
Nhìn giao diện chán ko chịu được,-1
test giao diện mới,0
cho xí phần nha,1
Xin 1 slot,0
"card đê, 10k ít mà cũng lấy :v, vina nhé mod",1
Ké slot,0
Mình xài viettel,0
Hóng,0
"Em xin ủng hộ cán bộ thêm 5 card 10k (chưa mua, ngưới may mắn thích mạng nào thì mua sau)",1
ở đâu phát card ở đó có vozer winner,0
Viettel nha thím,1
Có card 500k thì lấy,0
thử dzận may,0
Bắn Momo qua đây đi mới chơi,0
Đã tín dụng,1
Chủ yếu muốn tăng post nao còn qua f33 không ham hố card nhưng nếu được thì tốt,0
hóng lộc,0
Chờ tới số post đẹp mà thôi,0
1 shot hí hí,0
viettel nhé bác vtalinh,1
Mobi nha bác,0
Hóng cái card,0
"vtalinh đẹp troai, viettel nhé",1
hóng cái mobi,0
hóng,0
Nếu có cạc nhường # dưới,0
10k không đáng bao nhưng test thử giao diện mới xem sao,0
random,0
Cmt thử,0
May mắn nhé voz,1
Card là của tôi nhé :lmao:,1
Không còn ở VN nên nếu trúng thì sẽ pass cho bác khác,0
Xin card,0
Xin chỗ cái đã,-1
vãi nghe phát card voz đông vãi linh hồn :3,1
Đặt cục gạch lấy may ạ hehehe,1
"E xin sờ lít, ý lộn xờ lót",-1
Hí hí,1
Ahihi thích thế,1
"Có một bạn trúng giải 50k nhưng nhờ mình gửi lại anh em, vì 50k lớn quá bạn ấy không dám nhận Vậy là nay có 5 cạc, mỗi cạc 10k, chưa mua, ngưới may mắn thích mạng nào thì mua sau",1
Yêu cầu: like và cmt dưới post này,1
"Thời hạn đóng cmt: 23:59 hôm nay 9/3/2020, theo giờ server",0
Ai post sau giờ này không tính Random,0
org theo thứ tự của post vào ngày mai,0
Sẽ inbox cho người trúng giải + thông báo bằng cách edit post 1,1
Hí hí,1
Xin slot phát card,1
Xí slot,1
"1 slot cho vui, mặc dù 10k ko lớn và cũng biết là sẽ ko trúng",0
xí slot,1
Mặt tiền,0
Vina nhóe..ahihi,1
xin card,-1
vina nhé cán bộ,1
Xí,1
Cạc cạc,0
"Thôi đừng ) hắn lừa ae like cho hắn để lên lv đó, ae đừng để bị cái cạc 10k dụ )",-1
Vina nhé,1
AHihi,1
Xin slot,0
Mobi nhé cán bộ,1
hóng được cạc 10k,0
Đã like,1
Lại y đúc trên face,1
Hí hí,1
Bài mới - Top1 Trending .... ae cùng chia sẻ thông tin vê Amee nào,1
Phải là Tân voz chứ thím,0
Tôi hóng hình hot thôi,1
Cái hình đeo tai nghe đâu rồi,0
amee là ai?,0
ủa hình nào zậy,0
trên fb có hình đeo tai nghe hé đào mà,0
giọng to và tròn âm,1
"amee vếu hơi lép, dc cái vòng 3 thì ngon lành cành đào",1
Chơi ngu nghe nhạc của em Amee xong phải vào nghe Nguyên Khang để rửa tai lại,-1
lên cho ameee,1
Là ai vậy?,0
Tôi thấy đa phần mấy e có cặp mắt phê cần ntn rất d*m,1
Tôi cần thêm tư liệu,0
Mặt khá dâm,-1
Nhưng tôi thích !,1
spam kiếm post,-1
Cô này là ai?,0
Dì của My cũng ngon lắm các fen,1
Giao diện mới nhìn cũng được mà fen,0
Đồng ý với ý kiến không nên mở reg sớm quá!,-1
"Ngon, anh em sang khai phá voz mới ko có event gì khuyến kích à tủ",0
"chạy mượt tnay là ngon rồi , bỏ vbb là hợp lý chuốt lại giao diện sao cho hao hao cái cũ là ngon thôi",1
"Cũng phải thay đổi đi chứ, otofun, troidat cũng thay hết rồi",0
Đâu thể cứ ôm mãi cái cũ suốt ngày 503 được,-1
Giao diện mobi ngon vleu ấy chứ :v cái title của thớt màu đen trùng màu background hơi khó đọc tí thôi,1
vậy chắc hẳn nguyên nhân là do mã nguồn.. vậy thì việc chuyển sang next voz hoàn toàn hợp lý anh ạ,1
"thôi thì cán bộ cho chơi kiểu nào thì mình chơi kiểu đấy nhiều lúc ngồi ị lướt f33 tí rặn cho dễ mà ức chế quá , load lại hoài",-1
Hóng đủ chỗ chém gió :v :v,0
Test login cái nào... Vẫn title đã tốn tiền ngu....,0
Xenforo ngon quá sếp ơi,1
Cần người làm app thì e có thể gia nhập nhé,1
Nao có làm lễ tạm biệt cái cũ không vậy chú Trung ?,0
"Ngày xưa, chú Trung học lập trình ạ ? Có giỏi nhất trường không chú ?",0
"Quan trọng là đừng mở register vội, trẻ trâu vào nhiều lắm, sau đó là chỉnh lại giao diện giống cái cũ là đc rồi",-1
Nhìn cái cũ vẫn quen hơn,0
Có cách nào quẹt phải quẹt trái là chuyenr trang tới lui không nhỉ,-1
"trông chưa quen mắt, nhưng cảm thấy mượt hơn nhiều rồi",1
"Lướt nhanh là vui rồi, cám ơn bác Tủ",1
có vẻ là sau chục năm trôi qua thì tay kỹ thuật của voz đã hoàn thành khóa du học (y),-1
Mừng forum reset như các thanh niên loser nhé )),1
dùng khoảng 15p mà choáng ngợp với tính năng mới,1
"Cảm ơn bác tủ và BQT, chắc tích lâu chờ tung 1 cú như này cho anh em đổi đời, dùng sướng vãi",1
Cơ mà em vẫn đề nghị giữ lại bộ emotion truyền thống của VOZ,0
"Thấy chạy khá mượt, cũng dễ nhìn",1
Mượt hơn cũ nhưng mà chưa quen mắt lắm,0
Anh em nào lướt xàm hoặc thiên địa hội hoặc tinh tướng thì lạ gì mấy tính năng này nữa,-1
Chỉ có vozer là mãi khổ dâm với keo 502 thôi,-1
Thử comment,0
Thử comment,0
Có chế độ dark night thì ngon,1
éo up đc gif nghĩ ló chán,-1
Sợ database phình to quá thì em nghĩ nên tắt cái chức năng tệp đính kèm đi,-1
Có vẻ mượt đấy,1
"Đóng hẳn cái cũ, dùng 1 cái này thôi",-1
"Thực ra đổ cho vbb cũng là chống chế thôi Chứ thiên địa 4rums do các dân chơi điều hành, thế mà lúc nào cũng mượt",0
Test,0
thế trời đất có đông như bên này không...,0
"peak bao nhiêu CCU thế thím, mà sharding các kiểu ko ăn thua ah, dữ liệu khủng ntn thím nói qua qua dc ko",-1
"Qua đây chạy nhanh quá, chóng hết cả mặt",1
"Nói thật là mình ủng hộ Xenforo, vBB lạc hậu quá rồi",0
Có giữ lại bộ popo cũ không cán bộ ơi :sosad:,0
Cái gì cũng phải thay đổi thôi,-1
"Nền tảng cũ thì phải bỏ, muốn có trải nghiệm tốt hơn mà ko bỏ cái cũ thì khó lắm",-1
"Ko lẽ ông muốn tắm vòi sen, dùng máy nc nóng, có phòng xông hơi, phòng tắm",0
Nhưng vẫn ở trong cái nhà lá bằng gỗ,-1
"Thế thì make làm sao đc Rồi qua nhà ống có tiện nghi đầy đủ lại thèm cái cảm giác cơm chá, bếp củi, mùi bồ hóng nhè nhè và tiếng mái lá rì rào cũng có cc đc nốt mà cứ đòi hỏi 100% Bản thân Mod hay Ad cũng chỉ đảm bảo đc phần nào thôi chứ ko thể move toàn bộ 100% qua hết",-1
Cũng may tủ lạnh hắn có đảm bảo 1 số topic chọn lọc đc move qua,0
Nhưng chắc chắn 100% là thất thoát topic chất lượng là ko tránh khỏi vì số lượng thớt khủng khiếp của F17,1
"Vả lại có 1 số thớt đã quá cũ, quá lâu mà ko ai dòm ngó tới thì thôi yên nghỉ như 1 legend cũng đc Chắc sắp tới đề nghị Mod hay Ad lập 1 bài tông hợp, ai cảm thấy có thớt chất lượng muốn move qua mà mod sót thì dẫn link và rep vào thớt đó để nhác nhở BQT cũng đc",-1
"Thôi thì đã đập đi xây lại thì xây cho tốt vào, dừng dở dở ương ương là đc",-1
"Thế hệ già như t sống cũng đủ lâu qua mấy cuộc đổi thay Voz rồi, thêm tí cũng chả sao",0
Miễn tốt là ổn,1
Nhà mới từ từ sẽ quen thôi mấy thím,0
Mượt mà nhìn đ' quen hơi chán các bác,-1
"Log thử tài khoản bị ban thì kok thể logout dc, thím tủ check lại chức năng này đi",0
"Thui nhanh hơn k bị 503 là đc rồi, còn có chỗ hóng thông tin",1
Mình ủng hộ thay đổi để tốt hơn,-1
Giao diện này nhìn dần rồi cũng quen thôi mà,0
Người anh em thiendia cũng chuyển sang xenforo rồi còn gì,0
Đang đọc báo bên kia thì bị ép sang đây,-1
Đ làm đc thì nhờ/thuê bọn tinhte nó làm cho đúng lũ hãm,-1
Dư lày là ổn rồi,0
"Thế lãnh tụ có dự phòng cho 10 năm nữa, con Xenforo này hết đát thì có scale được ko? hay lại phải đập đi làm lại lần nữa?",-1
"Giao diện có vẻ ổn, nhưng xài trên mobile có vẻ hơi lag",0
mobile mượt mà,1
"confirm, có nút logout để nhấn vô nhưng lại ko logout được",0
thôi thì cũng qua bên này dần vậy,0
Test thử danh hiệu,0
Qua xen phò là đúng rồi,0
Giờ này còn ai chơi vbb nữa,1
Ae khổ dâm mãi làm gì,-1
Góp ý giữ lại bộ emo quen thuộc là được,0
Mình thấy nó bùng nhùng bùng nhùng nên cảm giác bị lag,-1
"server của voz không có yếu, ngược lại rất mạnh... traffic gấp 5 lần hiện tại vẫn gánh tốt... vấn đề lớn của voz là cái vbb, nó có một vài query không tối ưu, mỗi khi chạy là lock vài cái table, query khác bị dồn cục lại -> quá tải... khi quá tải trông nó như thế này...",-1
Vậy sao thím k đổi mã nguồn khác cho fr hay sợ mất công hay k có vốn hay như nào ?,0
Ngon đấy bác Tủ :3,1
Thôi thì bình cũ rượu mới cũng tốt thím ạ,0
Cố gắng cho nó giống nhà cũ một chút là được,0
Về mặt chức năng với tốc độ thì con xen fò này ok rồi,1
"nói chung là nhiều lý do, nhưng hẳn nhiên không phải tiền, đáng bao nhiêu đâu...",1
"xenfò là lựa chọn tối ưu cho team ít người rồi, migrate dễ nhất từ vbb qua",1
Cảm thấy giao diện hơi phẳng quá nhỉ,0
Vẫn thích nó bóng bẩy 3D 1 tý cho nịnh mắt,1
"thấy hơi lag, load lâu, có thím nào bị không",0
Vẫn chạy chung server với bên forums,0
thì phải chịu thôi,-1
"vẫn thấy hơi lag 1 tẹo, các bác có bị vậy không",-1
"XenForo chắc cũng không ngon hơn đâu, mới ít dữ liệu thì nhanh thế thôi",1
"Chắc chắn là ngon hơn vBB bên kia rồi, còn ngon tới đâu thì tùy tâm lãnh đạo",1
"Tối ưu cho đơn giản gọn lẹ, mượt mà là ngon lành lắm rồi",1
Đừng keo 502 nữa,-1
cá nhân thấy bên này rất ok luôn,1
"Giao diện đẹp, đơn giản nhưng hiện đại",1
Chức năng hơn hẳn bên kia,0
Có vẻ do dùng chung server với voz cũ nên load còn hơi chậm,0
Nhưng khi mọi người chuyển qua dần bên này thì chắc chắn sẽ load nhanh hơn hẳn,1
làm lại cái giao diện cho giống với forum gamevn đi thím,-1
Thấy không nên mở đăng ký,-1
Hoặc có mở thì ngăn không cho conment f17 với f33,0
Em có con server hosting to đùng mà lại bên US )),-1
"có nhiều vấn đề lắm, tại bác chưa làm forum với lượng user truy cập lớn nên không hiểu",0
"Giờ cứ bóc tách từng phần cho qua xenforo mới là ngon, xenforo ngon hơn vbb nhiều",1
Tinhte cũng build dựa trên xenforo thôi,0
"Còn ba cái giao diện icon thì làm mấy hồi, lo backend đã",0
chưa edit được signature nhỉ,0
traffic 1/4 resource 1/10,1
"Qua nhà mới mình mạn phép lập thớt để anh em có nơi chia sẻ, thảo luận về đồ dùng chăm sóc cá nhân",0
"Ví dụ như máy cạo râu, bàn chải, máy tỉa lông mũi, skincare Mong anh em ủng hộ nhé, có bài hay mình sẽ update lên #1",1
"Mấy bác cho hỏi dùng Listerine lâu dài có bị sao không nhỉ, mình dùng chắc cũng gần 3 năm nay, giờ sáng hay tối không dùng thì thấy thiếu và khó chịu ;o Bác tư vấn giúp vụ bàn chải đánh răng với, mình xài tầm 1 tháng/1 cây, cây nào cây nấy cũng bị tưa hết, dù đã ráng đánh nhẹ rồi",-1
"hồi mới xài mình cũng hơi khó chịu, nhưng xài dần quen thấy phê ko xài thấy cứ thiếu thiếu 1 ngày mình xài 1 lần thôi, nghe bảo nó tẩy hơi mạnh sợ hỏng răng // thím đánh kiểu gì mà 1 tháng tua ghê vậy",1
100k/năm (acc gia hạn ko phải trial),0
Trong khi ở VN là 60k/tháng? Này là scan acc family rồi add mình vào phải ko các bác?,-1
Sure vcl rồi bác,0
Sao bác không mua luôn chính thức đi,1
Cũng 600k 1 năm thì mỗi ngày có 20k chứ mấy :v,-1
"hay bị đá ra lắm, phiền vl, ko nên mua",-1
"À mình không rõ, nhưng acc spotify này mình thấy share nhiều thế nhỉ? Gian thương cứ như này chắc nó khóa mẹ VN mất",1
Thì Netflix nó trảm Đông Lào rồi đấy bác :v,0
"Vừa thấy web bị error, mấy ba dùng tool nhiều vcl",-1
Ích lợi gì vậy,0
Từ từ bác,0
Chắc nay hoặc mai là mod cho dừng thôi mà,-1
Hiện giờ đang để các ae tự sướng với nhau đã,1
"Vừa error đó Mới sáng ra có tool nhẹ đô, giờ nó 1 enter full page luôn rồi",1
toàn thớt like dạo ),0
"Tranh thủ lúc nước đục thả câu thôi bác, chứ mấy ngày nữa lại quay lại với nội quy cũ ngay ấy mà",-1
"hóng reset game , game bắt đầu có dấu hiệu nhạt do cày cấp quá dễ",-1
"Test tải thôi, không sao, đợi tool auto like cả forum luôn, đỡ phải vào thớt",1
Đang test mà thím,0
"Lo chi, cứ xỏa",-1
Spam đi khi còn có thể,-1
"ủa sao tôi có ""Đã tốn tiền"" nhỉ",0
check xem còn chữ ký k,0
"Đua nhanh, mai có nội quy là khỏi post",0
lever cao thì sướng à ae,1
Các thím like chéo với chứ toàn khủng zậy,0
Để loè bọn sắp tới được vào,0
Cái đoạn title đã tốn tiền nhìn xịn phết,1
liệu có được avt to không các bác,0
Loanh quanh mấy nữa lãnh tụ reset lại thì lại hố các thím ạ,-1
Đã Tốn Tiền Mà sao ko đổi avatar được nhỉ,-1
đánh đâu,0
test coi mình là gi,-1
No fighting!,1
Ra mình là tiên nhân ),-1
"chuyển hóng hớt, ít tương tác nên li vờ hay gì gì đó quan trọng chi",0
"cày post không thôi cũng lên được nguyên anh rồi , game bắt đầu nhạt dần kiểu này chăm chỉ 1 bữa tối là lên luôn bán thần mà éo cần sài tool hy vọng đây là bản close beta có reset nhân vật",-1
gì rồi,-1
like nha mấy bác,1
sao mất đã tốn tiền rồi,0
"active r, hí hí",1
like chéo đi,-1
liike giúp các thím ơi,1
Mà sao cái tiêu đề bị trùng màu đen với font mà không ai sửa vậy,-1
co nhung thu khong phai muon la co duoc,-1
Giúp mình 1 vé với,0
Ít like quá các fen ơi huhu,0
Top không chịu update chán ghê,-1
Lên cấp vẫn nhận được tiền tấm lòng hỗ trợ miền nam chứ Mod?,0
Các thím like cho e nhé,1
Yêu các thím,1
hóng 1k likle,0
Lâu lên quá các bác ơi,-1
Mấy thớ này chắc để cho Member cũ spam rồi xóa đi,-1
Lên nào,0
"Chắc title mặc định của app, cả bộ icon cũng thế, sao không mod lại 1 tí, để nguyên xi vậy dùng luôn",0
xong để làm gì nhỉ ?,-1
Ai like mình cái điiiii,1
Tiên nhân xin chào các cháu ))),0
Huhu bao giờ mới đạt 20k đây các fen,0
ai like em like lại 5s ạ,1
"Ai có ""Đã tốn tiền"" khỏi cần cày lv nhỉ",1
Well-know member rồi nạ,1
Staff member: Cái này của Mod (thôi đừng mơ mộng) - Đại năng/ Đại đạo/ Thiên đạo Đã tốn tiền: Chắc cũng đừng mơ mộng nốt,1
/ Tiên nhân ----- New member: Lính mới tò te,1
Luyện Khí Member: Trúc Cơ đoán chắc cỡ 50 like - 20 post Active member: Kim Đan,0
Theo của em thì thấy được 150 like là có thông báo - số post chắc 100 Well known member: Nguyên Anh - cỡ 100 post trở lên gì đó,0
"Còn like thì 500 ??? Ngoài ra còn có hóa thần kỳ, phân thần kỳ, hợp thể kỳ, độ kiếp phi thăng thì chưa thấy xuất hiện",1
"TẠO THREAD HOẶC POST CÀNG CÓ NHIỀU REPLY THÌ LÊN LEVEL CÀNG NHANH Đi theo đường riêng, tự thành hệ thống (ví dụ bưng phở, ở gara, làm hãng) thì sẽ tu thành Tán tiên: Ví dụ: Bác Tạch đã đắc đạo Địa tiên (Ông anh xã hội)",-1
Cái này thì phải tùy thuộc vào các Đại năng,-1
Like chéo đi các mẹ,1
"Well-know là max rồi thím, công nhận font đẹp!",1
Like chéo nào các france,1
Không biết bao giờ mới độ kiếp được,0
Mod cho anh em hệ thống tu luyện để anh em còn phấn đấu với,1
lên cấp được gì không,0
mấy cái tên thìm tự nghĩ ra à? hay truyền thống của voz nhể? tên tiếng việt ấy :3,-1
chả hiểu u = 1 thì tôi dùng chức năng ignore được mà user staff title như vtalinh không cho ignore liệu có uẩn khúc hay level gì ở đây ko?,0
Test,0
) mà sao set không được chữ kí nhỉ,-1
cmt chỉ để test cái avt,-1
Test level,0
Quan trọng là số điểm để đạt từng bậc,0
Lên level thì được unlock thêm skill gì vậy?,0
Cx chưa rõ nốt,0
"Xàm xí thật, forum gì mà giống cái group chat quá",-1
Like chéo ae êi,1
chấm cái nhẹ,0
Gì đây,-1
Lever cao có thể được cán bộ đấm cạc vào mồm,-1
Sang bên này forum ngon nghẻ rồi làm thread ảnh động chắc ko sao đâu nhỉ,1
Sao acc em ko up dc ảnhnuwax vậy nhỉ,1
"viettel cấu kết với gian dương đại đạo , viettel buôn lậu vũ khí , viettel đẩy bà già xuống biển viettel cưỡng dâm một con heo có mấy cái gif mà load mãi không xong",-1
up server trung gian rồi insert qua link ảnh đi thím,0
cái này là video mp4 chứ không phải ảnh gif đâu fence,0
"Ảnh động là được mà fen, đâu cần quan tâm file format làm gì",0
thread bên kia mấy k page r tiêc nhờ,0
mừng new forum,1
Tình hình là giữa năm đám hỏi (tháng 4 dương lịch) cuối năm nay (tháng 12 dương lịch) em cưới các thím à,1
"Nhưng mà tâm tư quá, nếu dịch Covid-19 vẫn tiếp tục phát triển như hiện tại thì biết làm sao",1
"Đám hỏi thì không bàn nhưng còn đám cưới, tình hình dịch căng thẳng thế này mà kéo dài đến cuối năm thì lúc đó mời có ai đi không? Giá vàng thì tăng không phanh? Đồ ăn thức uống, cỗ bàn cũng là vấn đề nan giải? Theo các thím phỏng đoán tình hình dịch bệnh đến cuối năm thì liệu E có nên tiếp tục đám cưới như lịch hay là hoãn cho tới khi ổn áp?",0
"Hoãn đám hỏi, gộp chung ngày cưới thím ơi",-1
Ngày cưới tận t12 lẫn mà,-1
"Mình cũng biết 1 cặp hủy đám hỏi, chuyển qua cưới, hỏi vào 2 ngày",0
Chúc thím hp,1
Nên hoãn lại thím ạ,-1
Tình hình đang có chiều hướng leo thang rồi đấy,0
Em gái tôi có kế hoạch cưới vào tháng 4-5 năm nay,0
Không biết lúc đó VN mình ổn chưa nữa,0
Rén quá các anh ạ,1
Tôi cũng cưới 12/4 -,0
-,1
Hoãn thôi thím,-1
"hoãn đê thím, giờ e tư tương k có cưới xin gì cả",-1
Em cũng đang tính năm này,0
Mà dịch kiểu này không biết chuyển biến sao,-1
Cũng khá mệt mỏi,0
Cũng đang vướng 1 đám phải bay máy bay mà dịch này cũng đếu dám đi,-1
Cuối năm thì vẫn còn thời gian mà thím,0
Cứ từ từ,0
Vậy phân hạng level như nào vậy các thím?,0
Vàng vẩu là con khác mà có phải popo đâu,-1
Đúng rồi test mấy hôm thôi,0
Xong lại chả xoá hết ngay ý mà,-1
"Beta thôi mà, reset mây hôi",1
Test phát,0
"Sau này, đóng hết chức năng thôi",0
Mới đầu vậy thôi,0
Sau ban hết,-1
I can't remember anything Can't tell if this is true or dream Deep down inside I feel to scream This terrible silence stops me,1
"Cái này em đồng quan điểm với bác, cơ mà lâu lâu mod mới thả cửa phải tranh thủ làm những gì mình cần làm thôi bác ạ",0
Hết làm tàu ngầm được rồi à?,0
Nghe tàn nhẫn vậy,-1
Thêm popo với bộ icon yahoo động là đủ dùng r,0
Mở đăng kí mới trẻ nâu nó ùa vào thì đỡ làm sao kịp ạ,0
Popo số 1 nhé,1
"Mình thấy nếu thoáng nhìn có vẻ thú vị, nhưng nhìn nhận một cách nghiêm túc thì thấy hại hơn lợi Lý do: Nhiều thành viên spam bài viết, chủ đề ... dẫn đến giảm chất lượng bài viết",-1
Có thể nhìn sang hàng xóm tin*te,0
